startup_id,market_id,market_name
100100,302,developer apis
100100,162,marketplaces
100100,71,payments
101112,1259,content discovery
101112,841,software
101112,449,application platforms
101112,409,development platforms
101246,1352,translation
101493,228,local
101493,181,communities
101493,73,sports
101493,6,social media
101592,1325,online video advertising
101592,339,advertising platforms
101592,205,mobile advertising
101592,34,advertising
102051,1132,developer tools
102051,836,apps
102051,408,ios
102051,51,sales and marketing
103032,309,sales automation
103032,83,CRM
103032,51,sales and marketing
103032,10,SaaS
103572,83982,tea
103572,1445,specialty foods
103572,162,marketplaces
103572,72,food and beverages
103843,3127,web development
103843,416,android
103843,408,ios
103843,302,developer apis
104394,2805,technical continuing education
104394,162,marketplaces
104394,43,education
104394,12,enterprise software
104422,2433,career planning
104422,515,college recruiting
104422,43,education
104469,12991,collaborative consumption
104469,134,peer-to-peer
104469,93,fashion
104469,29,e-commerce
104489,2812,entertainment industry
104489,424,deals
104489,85,film
104489,29,e-commerce
105732,1469,k 12 education
105732,449,application platforms
105732,111,language learning
105732,43,education
106017,286,consumer electronics
106017,91,robotics
106017,33,video
106017,7,hardware
106355,9708,commercial real estate
106355,162,marketplaces
106355,32,retail
106355,16,real estate
106374,340,small and medium businesses
106978,1545,logistics
106978,529,local services
106978,483,self storage
106978,70,storage
107217,837,babies
107217,553,women
107217,314,families
107217,29,e-commerce
107277,372,photo sharing
107277,130,photography
108003,205,mobile advertising
108003,87,publishing
108003,52,analytics
108003,34,advertising
108312,374,personal finance
108312,363,financial exchanges
108312,162,marketplaces
108312,17,financial services
108348,10494,cloud infrastructure
108348,449,application platforms
108348,38,cloud computing
108524,11126,sponsorship
108524,686,brand marketing
108524,448,startups
108524,339,advertising platforms
108780,1475,mac
108780,841,software
108780,360,ipad
108780,277,iphone
109204,3127,web development
109204,409,development platforms
109204,269,social media platforms
109204,38,cloud computing
109363,1556,social news
109363,246,crowdsourcing
109363,201,news
109363,162,marketplaces
109557,93839,bitcoin
109557,2777,virtual currency
109557,473,mobile payments
109557,71,payments
110951,702,agriculture
110951,198,big data
110951,10,SaaS
110951,3,mobile
111423,894,video chat
111423,311,collaboration
111423,291,meeting software
112248,13081,online rental
112248,12991,collaborative consumption
112248,162,marketplaces
112248,134,peer-to-peer
112523,634,emerging markets
112523,162,marketplaces
112523,149,real time
112523,17,financial services
112846,9540,web cms
112846,332,web design
112846,136,web presence management
112846,3,mobile
112849,263,restaurants
112849,162,marketplaces
112849,72,food and beverages
112849,3,mobile
113107,435,beauty
113107,32,retail
113107,29,e-commerce
113221,901,voip
113221,157,messaging
113221,6,social media
113386,10969,home decor
113386,472,interior design
113386,162,marketplaces
113386,29,e-commerce
114142,290,video streaming
114142,100,video games
114180,2800,business analytics
114180,2009,cloud data services
114180,1470,predictive analytics
114180,52,analytics
114426,1469,k 12 education
114426,587,data mining
114426,449,application platforms
114426,43,education
114442,641,human resources
114442,42,B2B
114442,12,enterprise software
114442,10,SaaS
114450,3010,crowdfunding
114450,348,e commerce platforms
114450,29,e-commerce
114450,3,mobile
115146,2743,app discovery
115146,1325,online video advertising
115146,490,mobile games
115146,33,video
115616,1469,k 12 education
115616,43,education
116218,556,events
116218,51,sales and marketing
116218,29,e-commerce
116218,10,SaaS
116369,9708,commercial real estate
116369,16,real estate
116466,1352,translation
116466,1056,technology
116466,340,small and medium businesses
116466,10,SaaS
117016,13197,big data analytics
117016,205,mobile advertising
117016,52,analytics
117016,34,advertising
117016,10,SaaS
117187,2999,disruptive models
117187,1161,travel
117187,584,shared services
117187,134,peer-to-peer
117448,2484,price comparison
117448,1474,entrepreneur
117448,1432,online shopping
117448,3,mobile
117469,286,consumer electronics
117469,262,communications hardware
117469,91,robotics
117469,7,hardware
117512,1132,developer tools
117512,10,SaaS
117512,3,mobile
117515,1181,professional networking
117515,632,email
117515,52,analytics
117515,10,SaaS
118873,340,small and medium businesses
118873,51,sales and marketing
118873,43,education
118873,29,e-commerce
119359,13764,hardware + software
119359,2540,quantified self
119359,1103,health and wellness
119359,269,social media platforms
119844,1237,sensors
119844,379,retail technology
119844,198,big data
119844,57,location based services
120160,409,development platforms
120160,100,video games
120160,41,social games
120160,4,digital media
120382,11317,document management
120382,376,productivity software
120382,149,real time
120382,113,business productivity
120862,9848,employment
120862,468,recruiting
120862,43,education
121593,348,e commerce platforms
121593,305,custom retail
121593,162,marketplaces
121593,29,e-commerce
121839,230,social commerce
121839,94,mobile commerce
121839,93,fashion
121839,29,e-commerce
121846,309,sales automation
121846,113,business productivity
121846,97,business intelligence
121846,83,CRM
122184,498,e books
122184,410,reviews and recommendations
122184,29,e-commerce
122262,1325,online video advertising
122262,34,advertising
122262,33,video
122262,4,digital media
122276,1556,social news
122276,269,social media platforms
122276,181,communities
122276,6,social media
122277,1132,developer tools
122277,841,software
122277,409,development platforms
122313,657,email marketing
122313,29,e-commerce
122313,10,SaaS
122331,379,retail technology
122331,230,social commerce
122331,94,mobile commerce
122331,4,digital media
122444,9540,web cms
122444,3127,web development
122444,332,web design
122444,10,SaaS
122512,553,women
122512,481,kids
122512,419,bridging online and offline
122512,320,parenting
122643,585,accounting
122643,340,small and medium businesses
122643,89,enterprise resource planning
122643,10,SaaS
122672,556,events
122672,555,weddings
122672,246,crowdsourcing
122672,3,mobile
122888,14224,content creators
122888,43,education
122888,29,e-commerce
122888,10,SaaS
123324,314,families
123324,33,video
123324,6,social media
123324,3,mobile
124164,8956,physicians
124164,175,health care information technology
124164,30,medical devices
124164,3,mobile
124303,9912,educational games
124303,3065,toys
124303,1262,creative industries
124490,302,developer apis
124490,198,big data
124490,52,analytics
124490,29,e-commerce
124619,13197,big data analytics
124619,1470,predictive analytics
124619,242,social media monitoring
124619,52,analytics
124892,263,restaurants
124892,73,sports
124939,631,transportation
124939,604,ticketing
124939,443,mobile coupons
124939,224,loyalty programs
125045,686,brand marketing
125045,339,advertising platforms
125045,205,mobile advertising
125045,34,advertising
125280,419,bridging online and offline
125280,162,marketplaces
125280,29,e-commerce
125344,83587,Portals
125344,8604,indians
125344,430,email newsletters
125344,42,B2B
125348,1913,interest graph
125348,1076,social travel
125348,6,social media
125348,3,mobile
126175,556,events
126175,92,machine learning
126175,67,search
126175,6,social media
126464,1470,predictive analytics
126464,710,customer service
126464,83,CRM
126464,29,e-commerce
126514,246,crowdsourcing
126514,162,marketplaces
126514,43,education
126514,29,e-commerce
126579,6,social media
127378,1445,specialty foods
127378,230,social commerce
127378,162,marketplaces
127378,29,e-commerce
127406,198,big data
127406,92,machine learning
127406,50,lead generation
127406,42,B2B
127575,424,deals
127575,174,coupons
127575,50,lead generation
127575,29,e-commerce
127726,553,women
127726,435,beauty
127726,230,social commerce
127726,93,fashion
127729,2484,price comparison
127729,692,shopping
127729,80,comparison shopping
127821,473,mobile payments
127821,94,mobile commerce
127821,71,payments
127821,3,mobile
127824,697,social television
127824,52,analytics
127824,6,social media
127905,2540,quantified self
127905,198,big data
127905,69,automotive
127905,3,mobile
129175,410,reviews and recommendations
129175,269,social media platforms
129175,230,social commerce
129175,29,e-commerce
129930,83,CRM
129930,51,sales and marketing
129930,10,SaaS
129930,3,mobile
129941,841,software
129941,246,crowdsourcing
129941,13,health care
130174,14791,cloud security
130174,712,privacy
130174,460,personal data
130174,3,mobile
130304,2462,internet of things
130304,379,retail technology
130304,198,big data
130304,149,real time
130560,205,mobile advertising
130560,94,mobile commerce
130560,3,mobile
130937,9826,healthcare services
130937,989,hospitals
130937,175,health care information technology
130937,162,marketplaces
131028,707,enterprise search
131028,311,collaboration
131028,12,enterprise software
131153,376,productivity software
131153,89,enterprise resource planning
131153,12,enterprise software
131153,10,SaaS
131299,2548,web tools
131299,1132,developer tools
131299,302,developer apis
131299,12,enterprise software
131716,456,groceries
131716,228,local
131716,29,e-commerce
131716,3,mobile
132065,376,productivity software
132065,311,collaboration
132065,43,education
132065,3,mobile
132224,2395,film production
132224,1429,digital entertainment
132224,256,television
132224,34,advertising
132880,374,personal finance
132880,321,finance
132880,162,marketplaces
132880,4,digital media
133918,10494,cloud infrastructure
133961,3010,crowdfunding
133961,286,consumer electronics
133961,29,e-commerce
134201,2776,mobile analytics
134201,836,apps
134201,490,mobile games
134201,3,mobile
134409,1258,mobile health
134409,198,big data
134409,175,health care information technology
135064,1469,k 12 education
135064,162,marketplaces
135064,4,digital media
135869,198,big data
135869,52,analytics
135869,42,B2B
135869,10,SaaS
136219,841,software
136219,609,video conferencing
136219,200,artificial intelligence
136219,91,robotics
136404,2909,elder care
136404,2462,internet of things
136404,175,health care information technology
136404,30,medical devices
136933,11048,web hosting
136933,1132,developer tools
136933,306,cloud management
136933,10,SaaS
137045,12991,collaborative consumption
137045,367,supply chain management
137045,93,fashion
137045,29,e-commerce
137602,10494,cloud infrastructure
137602,252,databases
137602,198,big data
137602,38,cloud computing
137994,1132,developer tools
137994,386,design
137994,10,SaaS
137994,3,mobile
138363,3010,crowdfunding
138363,93,fashion
138507,11939,iaas
138507,2947,finance technology
138507,38,cloud computing
138507,17,financial services
138735,3041,mobile devices
138735,1295,gamification
138735,358,user testing
138735,10,SaaS
139057,339,advertising platforms
139057,234,deep information technology
139057,162,marketplaces
139057,4,digital media
139092,449,application platforms
139092,198,big data
139092,69,automotive
139092,3,mobile
140117,11317,document management
140117,2429,enterprise 2.0
140117,376,productivity software
140117,311,collaboration
142230,12991,collaborative consumption
142230,134,peer-to-peer
142230,16,real estate
142882,2776,mobile analytics
142882,416,android
142882,408,ios
142882,10,SaaS
142940,1221,psychology
142940,1181,professional networking
142940,468,recruiting
142940,52,analytics
144006,355,hotels
144006,78,online travel
145187,376,productivity software
145187,94,mobile commerce
145187,34,advertising
145187,3,mobile
146025,12991,collaborative consumption
146025,3149,boating industry
146025,162,marketplaces
149282,16089,event management
149282,556,events
149282,12,enterprise software
149282,10,SaaS
149361,2503,contact centers
149361,277,iphone
149361,103,telephony
149361,49,telecommunications
149486,3092,lifestyle
149486,1720,home owners
149486,32,retail
149486,29,e-commerce
149576,10167,real estate investors
149576,9708,commercial real estate
149576,16,real estate
149576,12,enterprise software
149591,772,outdoors
149591,90,energy efficiency
149591,27,clean energy
149591,22,energy
150268,8604,indians
150268,162,marketplaces
150305,631,transportation
150305,69,automotive
150305,13,health care
150305,7,hardware
150765,856,venture capital
150765,342,market research
150765,321,finance
150765,198,big data
150892,1000,private social networking
150892,198,big data
150892,157,messaging
150892,3,mobile
152115,269,social media platforms
152115,72,food and beverages
152115,29,e-commerce
152635,1258,mobile health
152635,198,big data
152635,175,health care information technology
152635,13,health care
153114,2947,finance technology
153114,234,deep information technology
153114,198,big data
153114,12,enterprise software
153921,585,accounting
153921,340,small and medium businesses
153921,17,financial services
155311,841,software
155311,52,analytics
155782,1470,predictive analytics
155782,368,product design
155782,92,machine learning
155782,29,e-commerce
156064,450,social media marketing
156064,419,bridging online and offline
156064,320,parenting
156064,230,social commerce
156924,8962,content delivery
156924,2572,personal branding
156924,686,brand marketing
156924,340,small and medium businesses
156924,51,sales and marketing
156924,10,SaaS
157106,205,mobile advertising
157106,138,search marketing
157106,76,SEO
157106,10,SaaS
157687,162,marketplaces
157687,3,mobile
158596,632,email
158596,376,productivity software
158596,370,mobile enterprise
158596,83,CRM
158725,692,shopping
158725,419,bridging online and offline
158725,3,mobile
159247,376,productivity software
159247,12,enterprise software
159454,93,fashion
159454,48,manufacturing
159454,32,retail
159454,29,e-commerce
159561,9912,educational games
159561,490,mobile games
159561,409,development platforms
159561,3,mobile
160382,12088,cooking
160382,1103,health and wellness
160382,72,food and beverages
160382,43,education
160521,13197,big data analytics
160521,51,sales and marketing
160521,12,enterprise software
160521,10,SaaS
160775,2498,innovation engineering
160775,581,outsourcing
160775,67,search
160775,22,energy
161453,1258,mobile health
161453,418,personal health
161453,175,health care information technology
161453,13,health care
163009,376,productivity software
163009,311,collaboration
163009,43,education
163519,9708,commercial real estate
163519,3010,crowdfunding
163519,17,financial services
163519,16,real estate
164277,760,chat
164277,376,productivity software
164277,311,collaboration
164277,12,enterprise software
165758,1567,online scheduling
165758,673,local advertising
165758,228,local
165758,29,e-commerce
165778,490,mobile games
165778,41,social games
165778,3,mobile
166756,1262,creative industries
166756,230,social commerce
166756,94,mobile commerce
166756,29,e-commerce
167051,10494,cloud infrastructure
167051,302,developer apis
167051,12,enterprise software
167051,10,SaaS
167795,686,brand marketing
167795,73,sports
167795,6,social media
167795,3,mobile
168431,8604,indians
168431,1469,k 12 education
168431,320,parenting
168431,52,analytics
168693,13197,big data analytics
168693,2992,geospatial
168693,51,sales and marketing
168693,10,SaaS
168993,9826,healthcare services
168993,1221,psychology
169368,1258,mobile health
169368,320,parenting
169368,157,messaging
169368,13,health care
169996,1122,wholesale
169996,29,e-commerce
170659,16414,active lifestyle
170659,10483,gift card
170659,1458,leisure
170885,1258,mobile health
170885,130,photography
170885,33,video
170885,13,health care
172453,383,insurance
172453,69,automotive
172453,42,B2B
172453,3,mobile
172493,13197,big data analytics
172493,2776,mobile analytics
172493,52,analytics
172493,3,mobile
172821,419,bridging online and offline
172821,198,big data
172821,162,marketplaces
172821,12,enterprise software
174290,1325,online video advertising
174290,673,local advertising
174290,205,mobile advertising
174290,138,search marketing
174323,374,personal finance
174323,17,financial services
175020,290,video streaming
175020,70,storage
175020,38,cloud computing
175020,4,digital media
175062,1258,mobile health
175062,286,consumer electronics
175062,96,audio
175062,47,music
175330,2891,flowers
175330,162,marketplaces
175330,29,e-commerce
175330,3,mobile
175447,376,productivity software
175447,3,mobile
175496,1564,shipping
175496,1545,logistics
175496,29,e-commerce
176085,175,health care information technology
176085,13,health care
176530,11774,personalization
176530,2009,cloud data services
176530,198,big data
176530,92,machine learning
177001,10341,local businesses
177001,10,SaaS
177001,3,mobile
177433,2554,mobile security
177433,628,data security
177433,246,crowdsourcing
177433,10,SaaS
178766,1145,legal
181117,710,customer service
181117,379,retail technology
181117,224,loyalty programs
181525,69,automotive
181525,29,e-commerce
182252,1103,health and wellness
182252,418,personal health
182252,30,medical devices
182277,342,market research
182290,1325,online video advertising
182290,686,brand marketing
182290,269,social media platforms
182290,6,social media
184205,9407,general public worldwide
184205,410,reviews and recommendations
184205,198,big data
184205,42,B2B
184377,1893,distribution
184377,386,design
184377,48,manufacturing
184903,657,email marketing
184903,430,email newsletters
184903,12,enterprise software
184903,3,mobile
185024,10494,cloud infrastructure
185024,449,application platforms
185024,12,enterprise software
185024,10,SaaS
185256,675,pets
185256,175,health care information technology
185256,7,hardware
185256,3,mobile
185339,1258,mobile health
185339,175,health care information technology
186314,340,small and medium businesses
186314,38,cloud computing
186314,13,health care
186314,10,SaaS
186432,10483,gift card
186432,443,mobile coupons
186432,224,loyalty programs
186432,32,retail
187017,12,enterprise software
187172,1258,mobile health
187172,175,health care information technology
187172,13,health care
189481,10494,cloud infrastructure
189481,2389,3d printing
189481,162,marketplaces
189481,48,manufacturing
189559,1258,mobile health
189559,391,communications infrastructure
189559,175,health care information technology
189559,13,health care
190642,2636,organic
190642,1891,subscription businesses
190642,1492,coffee
190642,29,e-commerce
190752,1564,shipping
190752,1545,logistics
190752,54,infrastructure
190752,29,e-commerce
191559,348,e commerce platforms
191559,94,mobile commerce
191559,29,e-commerce
191861,391,communications infrastructure
191861,311,collaboration
191861,12,enterprise software
191861,3,mobile
192205,162,marketplaces
192205,93,fashion
192205,29,e-commerce
192241,686,brand marketing
192241,473,mobile payments
192241,13,health care
192241,3,mobile
192826,1258,mobile health
192826,1237,sensors
192826,1056,technology
192826,3,mobile
193505,194,hospitality
193505,32,retail
194524,671,mass customization
194524,31,consumer goods
194524,29,e-commerce
194524,3,mobile
195195,340,small and medium businesses
195195,83,CRM
195195,50,lead generation
195195,10,SaaS
195722,2947,finance technology
195722,585,accounting
195722,383,insurance
195722,321,finance
195754,3,mobile
196042,82752,shoes
196042,230,social commerce
196042,93,fashion
196042,29,e-commerce
196051,3041,mobile devices
196051,277,iphone
196051,10,SaaS
196051,3,mobile
196627,1161,travel
196627,1075,vacation rentals
198768,2009,cloud data services
198768,1132,developer tools
198768,302,developer apis
198768,10,SaaS
198837,1103,health and wellness
198837,1056,technology
198837,418,personal health
198837,107,fitness
198969,418,personal health
198969,175,health care information technology
198969,23,pharmaceuticals
198969,13,health care
198978,9708,commercial real estate
198978,16,real estate
198978,10,SaaS
199193,798,identity
199193,561,biometrics
199193,473,mobile payments
199193,71,payments
200284,93,fashion
200284,29,e-commerce
200444,81663,handmade
200444,3065,toys
200444,2735,licensing
200444,671,mass customization
200720,1492,coffee
200720,286,consumer electronics
200720,72,food and beverages
201133,9708,commercial real estate
201133,1470,predictive analytics
201133,198,big data
201133,33,video
203104,205,mobile advertising
203104,94,mobile commerce
203104,57,location based services
203104,3,mobile
204827,1606,unifed communications
204827,370,mobile enterprise
204827,49,telecommunications
204827,10,SaaS
204855,102551,drones
204855,11940,paas
204855,162,marketplaces
204855,10,SaaS
207748,894,video chat
207748,157,messaging
207971,9912,educational games
207971,3065,toys
207971,481,kids
207971,31,consumer goods
207988,34,advertising
207988,4,digital media
209376,1056,technology
209376,418,personal health
209376,107,fitness
209376,73,sports
210519,29,e-commerce
211872,339,advertising platforms
211872,229,facebook applications
211872,34,advertising
211872,6,social media
212713,198,big data
212713,52,analytics
212713,47,music
212713,6,social media
213107,2540,quantified self
213107,1103,health and wellness
219524,9912,educational games
219524,1469,k 12 education
219524,942,embedded hardware and software
219524,286,consumer electronics
221975,1470,predictive analytics
221975,956,content
221975,450,social media marketing
221975,34,advertising
223875,473,mobile payments
223875,379,retail technology
223875,29,e-commerce
223912,1103,health and wellness
223912,675,pets
223912,31,consumer goods
223912,29,e-commerce
224452,515,college recruiting
224452,51,sales and marketing
224452,43,education
224452,34,advertising
225535,1893,distribution
225535,1122,wholesale
225535,48,manufacturing
225535,3,mobile
230842,2462,internet of things
230842,473,mobile payments
230842,205,mobile advertising
230842,3,mobile
232108,11940,paas
232108,11939,iaas
232108,302,developer apis
232108,10,SaaS
236486,2947,finance technology
236486,473,mobile payments
236486,71,payments
236486,17,financial services
241523,2909,elder care
241523,570,fraud detection
241523,17,financial services
242543,10783,health and insurance
242543,9116,brokers
242543,383,insurance
242543,340,small and medium businesses
244099,1492,coffee
244099,263,restaurants
244099,132,wine and spirits
245489,2800,business analytics
245489,489,rfid
245489,379,retail technology
245814,2776,mobile analytics
245814,198,big data
245814,52,analytics
245814,3,mobile
248798,1145,legal
248798,383,insurance
248798,42,B2B
248798,10,SaaS
249500,2776,mobile analytics
249500,1132,developer tools
249500,408,ios
249500,358,user testing
250086,1067,online dating
250677,468,recruiting
252764,2722,banking tech
252764,302,developer apis
252764,17,financial services
253962,1056,technology
253962,43,education
254795,680,construction
254795,556,events
254795,12,enterprise software
254795,3,mobile
257250,97,business intelligence
257250,52,analytics
257250,51,sales and marketing
257250,10,SaaS
257975,721,edutainment
257975,481,kids
257975,91,robotics
257975,43,education
258348,1145,legal
258348,246,crowdsourcing
258816,91,robotics
258816,30,medical devices
261880,57277,cad
261880,2389,3d printing
261880,1129,3d
261880,14,games
262984,43,education
267654,11317,document management
267654,1469,k 12 education
267654,43,education
